review_id,bank_name,content_preprocessed,content_stemmed,score,sentiment,aspects,num_aspects
da8a0e4b-5803-41d3-ab4b-079c6f1a6536,AlloBank,gue paling suka bagian top up saldo pilihan metodenya banyak selalu real time jadi kalau lagi butuh beli pulsa atau bayar tagihan mendadak saldonya langsung ready praktis banget buat keperluan harian,gue paling suka bagi top up saldo pilih metode banyak selalu real time jadi kalau lagi butuh beli pulsa atau bayar tagih dadak saldo langsung ready praktis banget buat perlu hari,5,Positive,UI/UX|Performance|Transaction,3
980dd657-cccb-4e07-afcd-49b5221a3547,AlloBank,aku udah coba pakai allo bank sangaat memudahkaan aaku baayaar karyaawan mantap banget fturnya keren,aku udah coba pakai allo bank sangaat memudahkaan aaku baayaar karyaawan mantap banget fturnya keren,5,Positive,UI/UX|General,2
0a593e42-537e-4be6-90d9-869b8eb1a39e,AlloBank,aplikasi allo bank sejauh nyaman banget dipakai proses daftar cepat tampilannya simple fiturfiturnya jelas jadi nggak bikin bingung transaksi top up sampai bayar tagihan juga lancar tanpa kendala notifikasi masuknya realtime jadi lebih tenang waktu cek riwayat cocok buat butuh aplikasi bank digital ringan praktis responsif overall puas banget,aplikasi allo bank jauh nyaman banget pakai proses daftar cepat tampil simple fiturfiturnya jelas jadi nggak bikin bingung transaksi top up sampai bayar tagih juga lancar tanpa kendala notifikasi masuk realtime jadi lebih tenang waktu cek riwayat cocok buat butuh aplikasi bank digital ringan praktis responsif overall puas banget,5,Positive,UI/UX|Performance|Transaction|Security|Customer Service|Features|Registration|General,8
0e2a6d9d-b8b5-440e-98d9-0fc7c0b55630,AlloBank,allo bank sangat membatu transaksi ku terimakasih allo bank,allo bank sangat batu transaksi ku terimakasih allo bank,5,Positive,Transaction|General,2
f7e11aac-3969-458c-8c9a-2a311ea86d1d,AlloBank,aplikasinya menyediakan berbagai layanan yg lengkapbanyak promo menarik bebas biaya admin juga pokoknya lengkap banget,aplikasi sedia bagai layan yg lengkapbanyak promo tarik bebas biaya admin juga pokok lengkap banget,5,Positive,Transaction|Customer Service|Features|General,4
aa847178-c5ff-459f-820c-f9a49a9a5bef,AlloBank,allo bank memiliki cerita menarik tentang inovasi pelayanan menciptakan pengalaman unik menyenangkan bagi pengguna layanan mereka setiap hari allo grow bikin uang kerja sendiri simpel bikin saldo tumbuh,allo bank milik cerita tarik tentang inovasi layan cipta alam unik senang bagi guna layan mereka tiap hari allo grow bikin uang kerja sendiri simpel bikin saldo tumbuh,5,Positive,Transaction|General,2
103c1006-44d2-4743-b0b3-a0d5ee1f6a2d,AlloBank,awalnya cuma iseng coba qris aplikasi tapi sekarang malah jadi kebiasaan karena tinggal tap langsung beres warung langganan depan rumah pun udah terima qris jadi nggak perlu tarik tunai lagi enak banget cepat aman saldo langsung kesimpan rapi,awal cuma iseng coba qris aplikasi tapi sekarang malah jadi biasa karena tinggal tap langsung beres warung langgan depan rumah pun udah terima qris jadi nggak perlu tarik tunai lagi enak banget cepat aman saldo langsung simpan rapi,5,Positive,UI/UX|Performance|Transaction|Security|General,5
4a978fb7-6158-4047-9245-c4b8e6052be7,AlloBank,sangat ribet pendaftarannya tidak membantu sama sekali aplikasi abal abal,sangat ribet daftar tidak bantu sama sekali aplikasi abal abal,3,Neutral,Registration|General,2
04c37ee5-6dd9-4861-81f8-5c62588735c5,AlloBank,bank yg memberikan kemudahan dalam bertransaksi tidak ribet,bank yg beri mudah dalam transaksi tidak ribet,5,Positive,UI/UX|Transaction|General,3
be48faa2-ab74-4db0-a341-230d4f1bf11b,AlloBank,terimakasih,terimakasih,5,Positive,General,1
bf74cc93-eddc-4dad-bf87-abe1d1e26141,AlloBank,allo bank bisa jadi pilihan menarik kalau kamu mencari cara menabung secara digital memakai layanan finansial modern seperti cicilan atau tabungan online ingin kemudahan transaksi seharihari lewat handphone tapi seperti halnya semua layanan keuangan penting banget tetap bijak dalam menggunakan fitur kreditcicilan menjaga keamanan data pribadi,allo bank bisa jadi pilih tarik kalau kamu cari cara tabung cara digital pakai layan finansial modern seperti cicil atau tabung online ingin mudah transaksi seharihari lewat handphone tapi seperti hal semua layan uang penting banget tetap bijak dalam guna fitur kreditcicilan jaga aman data pribadi,5,Positive,UI/UX|Transaction|Security|Features|General,5
224d5d1b-793b-4d46-ba51-5a29a43439d0,AlloBank,manta,manta,5,Positive,General,1
b78f0a3d-d03c-450a-8c8d-6ba736214580,AlloBank,pake allo bank ga usah repot transferdan paling suka banyak promo allo bank,pake allo bank ga usah repot transferdan paling suka banyak promo allo bank,5,Positive,Transaction|Features|General,3
caa87a9b-49aa-4f0b-aa4e-812b2c07621d,AlloBank,kalau transfer bank bank lain menggunakan admin semenjak pakai allo bank gratis transfer bank lain jadi ga perlu repotrepot banyak transaksi apalagi pengguna kaya aku yg membutuhkan banyak transaksi hehehe recommended bgt allo bank,kalau transfer bank bank lain guna admin semenjak pakai allo bank gratis transfer bank lain jadi ga perlu repotrepot banyak transaksi apalagi guna kaya aku yg butuh banyak transaksi hehehe recommended bgt allo bank,5,Positive,Performance|Transaction|Customer Service|General,4
e366986d-70b6-4acc-aab2-fefdc65c406b,AlloBank,maaf allo bank saya ga jadi buka rekening karna terlalu rumit terus limit pinjamanya juga ga ada tolong data pribadi saya hapus minimal jangan salah gunakan trimakasih hari per desember saya hapus apk nya karna menurut saya ga guna download jga,maaf allo bank saya ga jadi buka rekening karna terlalu rumit terus limit pinjamanya juga ga ada tolong data pribadi saya hapus minimal jangan salah guna trimakasih hari per desember saya hapus apk nya karna turut saya ga guna download jga,1,Negative,Transaction|Security|Features|Registration|General,5
4756e5bb-5b3b-4f6f-9c2a-03c40eea4368,AlloBank,boy girl ga usah nyebar spam sms menawari pinjaman kalau ujungnya gagal jutaan orang indonesia download aplikasi anda anda sudah meraih keuntungan pundi uang dibayarkan playstore dikata saya tidak mengerti setiap aplikasi dihargai berapa oleh playstore tergantung ukuran mb nya semakin besar mb semakin besar keuntungan dibayarkan oleh playstore aplikasi anda tidak perlu dibalas karena saya faham balasan pesan otomatis stop spam sms,boy girl ga usah nyebar spam sms tawar pinjam kalau ujung gagal juta orang indonesia download aplikasi anda anda sudah raih untung pundi uang bayar playstore kata saya tidak erti tiap aplikasi harga berapa oleh playstore gantung ukur mb nya makin besar mb makin besar untung bayar oleh playstore aplikasi anda tidak perlu balas karena saya faham balas pesan otomatis stop spam sms,1,Negative,Transaction|Security|General,3
04344cb7-e398-44a9-bce7-a73af9485f3f,AlloBank,apk allo bank sangat baik proses pendaftaran cepat fiturfiturnya lengkap sering ada promo menarik sangat membantu dalam mengelola keuangan seharihari rekomend pokoknya,apk allo bank sangat baik proses daftar cepat fiturfiturnya lengkap sering ada promo tarik sangat bantu dalam kelola uang seharihari rekomend pokok,5,Positive,Performance|Transaction|Features|Registration|General,5
c56ffcb7-4aa0-4d05-803d-446fbad7d589,AlloBank,layanan bagus buat apk perbangkan,layan bagus buat apk bang,5,Positive,UI/UX,1
5d11344c-eba6-46e7-9420-84871bf74b2b,AlloBank,beneran bantu misahin uang bulanan jadi lebih rapi gue pikir bank sebelah doang punya kantong ternyata juga ada,beneran bantu misahin uang bulan jadi lebih rapi gue pikir bank belah doang punya kantong nyata juga ada,5,Positive,UI/UX|General,2
7cad17cd-eba7-4ae4-a2d5-43dd2b1df08b,AlloBank,baru deposito gue suka ga perlu ribet bank semua app,baru deposito gue suka ga perlu ribet bank semua app,5,Positive,Features|General,2
5376e250-4d78-44fd-b82a-0121ae503f5b,AlloBank,gue pake buat simpen uang dingin aman banget terus bunganya juga lumayan buat gue,gue pake buat simpen uang dingin aman banget terus bunga juga lumayan buat gue,5,Positive,Security,1
8e417928-e733-474f-a9cc-ddc3b89d1eed,AlloBank,sistem perbankan baru banking scamminghatilayak dilaporkan ojk,sistem perban baru banking scamminghatilayak lapor ojk,1,Negative,Security|General,2
994c2a34-799e-4145-9fa9-670f0779b069,AlloBank,allo bank merupakan bank digital yg memiliki fitur banyak yaitu allo depositallo growvdcct croppromo partner allo bank memiliki suku bunga gratis transferqris allo primeplaylatersaldo memiliki suku bunganya sendiri allo playlater general memiliki bunganyabanyak promoapproval cepatbisa tarik tunai berkali kali limit bisa dipakai berkali kali buat transaksi tarik dana allo playlater limit uplimit yaitu harus jga sekor kredit bagusnaikkn limit pke uang sendiri,allo bank rupa bank digital yg milik fitur banyak yaitu allo depositallo growvdcct croppromo partner allo bank milik suku bunga gratis transferqris allo primeplaylatersaldo milik suku bunga sendiri allo playlater general milik bunganyabanyak promoapproval cepatbisa tarik tunai kali kali limit bisa pakai kali kali buat transaksi tarik dana allo playlater limit uplimit yaitu harus jga kor kredit bagusnaikkn limit pke uang sendiri,5,Positive,UI/UX|Performance|Transaction|Features|Registration|General,6
f1bc4d68-7ad0-45df-96ed-d5793c9e87f2,AlloBank,setelah upgrade prime baru sadar enaknya fiturfitur tambahannya,telah upgrade prime baru sadar enak fiturfitur tambah,5,Positive,Features,1
536bdb56-c789-4014-bbd6-1e6be9463fe4,AlloBank,mau naruh uang lebih lama juga jadi aman bunganya nambah terus tiap bulan,mau naruh uang lebih lama juga jadi aman bunga nambah terus tiap bulan,5,Positive,Security,1
967cced1-c791-4201-bb17-6cf1781a09e7,AlloBank,pakai aplikasi allo bank sangat mudah bagus sekali daftarnya pun mudah tidak ribet gratis biaya transfer semua bank jadi cuann banget biasanya ada biaya admin nya sekarang gausah khawatir kepotong lagi karna udh gratis selamanya allo bank terimakasih allo bank sudah membuat hidupku menjadi mudah,pakai aplikasi allo bank sangat mudah bagus sekali daftar pun mudah tidak ribet gratis biaya transfer semua bank jadi cuann banget biasa ada biaya admin nya sekarang gausah khawatir potong lagi karna udh gratis lama allo bank terimakasih allo bank sudah buat hidup jadi mudah,5,Positive,UI/UX|Performance|Transaction|Customer Service|Registration|General,6
54b1413e-9ab8-4317-914b-1900c3346b61,AlloBank,kayaknya paylater paling cepet gue punya deh approvenya ga pake nunggu lama,kayak paylater paling cepet gue punya deh approvenya ga pake nunggu lama,5,Positive,Performance|Features|Registration|General,4
85413d7c-3d18-4674-bb74-0a77e6029715,AlloBank,jadi gampang ngatur uang karena bisa bikin kantongkantong sendiri walaupun gak banyak tapi lumayan,jadi gampang ngatur uang karena bisa bikin kantongkantong sendiri walaupun gak banyak tapi lumayan,5,Positive,UI/UX,1
fdb7efd2-1721-44cb-a131-75b433b286ab,AlloBank,simpel bunga oke gue taro sini aja uang nganggur,simpel bunga oke gue taro sini aja uang nganggur,5,Positive,General,1
18ae9348-16d6-4c5b-be12-24a8408a0673,AlloBank,salah satu fitur paling gue suka gratis transfer bikin hemat tiap bulan,salah satu fitur paling gue suka gratis transfer bikin hemat tiap bulan,5,Positive,Transaction|Features,2
9079aa08-16d7-429e-83d0-0a226a70f4a9,AlloBank,pertama kali tulistulis review kayak gini tapi kali mau terima kasih sama allo deposito sekarang uangku kalo didiemin malah nambah kalo misalnya ditarik tiba juga bisa uang aman gak akan berkurang jaya selalu allo bank makin banyak nasabahnya,pertama kali tulistulis review kayak gin tapi kali mau terima kasih sama allo deposito sekarang uang kalo didiemin malah nambah kalo misal tarik tiba juga bisa uang aman gak akan kurang jaya selalu allo bank makin banyak nasabah,5,Positive,Transaction|Security|Features|General,4
2887b059-8d5b-4de2-a7be-23d1eedd297b,AlloBank,kalo rajin bayar bagus lumayan bisa naik limit makin sering dipake juga bikin limit naik,kalo rajin bayar bagus lumayan bisa naik limit makin sering dipake juga bikin limit naik,5,Positive,UI/UX|Transaction,2
c50b5c9b-7b37-4532-9169-ece25543a941,AlloBank,lelet,lelet,1,Negative,Performance,1
567cc12d-62a8-41cc-ae8b-f4eaa88335a7,AlloBank,menurut gue uangnya banyak buruan taro depositonya sini,turut gue uang banyak buru taro deposito sini,5,Positive,Features,1
5e8c14fa-ed69-4cd0-8b87-c04d014069e9,AlloBank,worth it sih pake apk tampilan mudah pahami proses juga gampang bgtt jos jis deh pake allo bank,worth it sih pake apk tampil mudah paham proses juga gampang bgtt jos jis deh pake allo bank,5,Positive,UI/UX|General,2
76e9f28d-7bc4-43f9-bc36-c77bf9506547,AlloBank,buat kalian yg suka kirim uang temen tiap nongkrong sekaligus gratis transfer allo bank tuh penyelamat banget sih gak perlu nunggununggu buat dikirim bareng langsung aja transfer tanpa mikir biaya admin juga pastinya,buat kalian yg suka kirim uang temen tiap nongkrong sekaligus gratis transfer allo bank tuh selamat banget sih gak perlu nunggununggu buat kirim bareng langsung aja transfer tanpa mikir biaya admin juga pasti,5,Positive,UI/UX|Transaction|Customer Service|General,4
8f738b32-1f1f-4f24-b866-4454549a7e5b,AlloBank,andalan gue banget pas bm apapun tapi belum gajian wkwkwkwk,andal gue banget pas bm apa tapi belum gaji wkwkwkwk,5,Positive,General,1
4e1deae7-2a7c-4bee-8986-fc302ed91d31,AlloBank,sebelum upgrade prime gue gak tau kalo ternyata keuntungannya sebanyak,belum upgrade prime gue gak tau kalo nyata untung banyak,5,Positive,General,1
2ed65036-ee60-4b42-8538-198bd1afa076,AlloBank,sumpah banget dapet limit sampe jt beli motor kali yaa,sumpah banget dapet limit sampe jt beli motor kali yaa,5,Positive,Transaction,1
05261e24-1c73-4e0f-ae92-dbadf5171775,AlloBank,bisa deposito mulai rb menurut gue sih terbaik ya,bisa deposito mulai rb turut gue sih baik ya,5,Positive,Features,1
3e54c231-a7ef-47a2-9df7-0c2148f10d3f,AlloBank,kaget banget ternyata bisa dipake sampe abang abang pinggir jalan sama warung,kaget banget nyata bisa dipake sampe abang abang pinggir jalan sama warung,5,Positive,Performance|Security,2
762a0521-8f43-4bca-ab76-d2a2d4289f2d,AlloBank,bunganya buat gue sih oke banget buat deposito jaman sekarang,bunga buat gue sih oke banget buat deposito jaman sekarang,5,Positive,Security|Features,2
7d9b28b6-273d-4f1e-a6ff-1986c150d610,AlloBank,allo bank benarbenar solusi keuangan digital saya butuhkan fiturfiturnya lengkap mulai pembayaran tagihan harian topup ewallet hingga tarik tunai semuanya bisa dilakukan mudah dalam satu aplikasi,allo bank benarbenar solusi uang digital saya butuh fiturfiturnya lengkap mulai bayar tagih hari topup ewallet hingga tarik tunai semua bisa laku mudah dalam satu aplikasi,5,Positive,UI/UX|Transaction|Features|General,4
48cf5ab8-5956-4e8d-b7bf-a2b79e513044,AlloBank,merchant kasih diskon ternyata banyak banget kalo pake allo paylater,merchant kasih diskon nyata banyak banget kalo pake allo paylater,5,Positive,Features,1
2832d4c7-2038-4258-a3f2-dc3ee56d7a99,AlloBank,beneran setelah upgrade prime ternyata keuntungannya ternyata lebih banyak gue kira fiturfitur nya juga mudah pahami,beneran telah upgrade prime nyata untung nyata lebih banyak gue kira fiturfitur nya juga mudah paham,5,Positive,UI/UX|Features,2
976e15bb-352f-4e2c-9e3b-013cedd9c3f2,AlloBank,saya isi rb dapat limit rb limit rb saya pakai pass jatuh tempo saya harus bayar rb bukan saldo saya yg pertama saya harus top up lagi rb pembayaran gimana uang saya sendiri saya pinjam disuru bayar pakai uang saya lagi yg baru rugi doble saya bank gak jelasburuk,saya isi rb dapat limit rb limit rb saya pakai pass jatuh tempo saya harus bayar rb bukan saldo saya yg pertama saya harus top up lagi rb bayar gimana uang saya sendiri saya pinjam disuru bayar pakai uang saya lagi yg baru rugi doble saya bank gak jelasburuk,1,Negative,UI/UX|Performance|Transaction|Security|General,5
00e0d800-f956-4e9b-8f47-088ae2083e2a,AlloBank,apa apa koneksi apk ap sinyal bagus dobel wifi sama aja koneksi nyusahin,apa apa koneksi apk ap sinyal bagus dobel wifi sama aja koneksi nyusahin,1,Negative,UI/UX,1
